Project ID,Compliance Program ID (ARB or Ecology),Project Developer,Project Name,Project Type,Project Methodology/Protocol,Current Crediting Period Start Date,Current Crediting Period End Date,Voluntary Status,Compliance Program Status (ARB or Ecology),Project Status Date,Project Site Location,Project Site State,Project Site Country,Sustainable Development Goal(s),Current VVB,ACR Project Validation,Total Number of Credits Registered ,Documents,Project Website
ACR581,N/A,The Nature Conservancy,Staten Island CA,Wetland Restoration,Restoration of California Deltaic and Coastal Wetlands,4/27/2019,4/26/2059,Listed,Not ARB or Ecology Eligible,3/7/2022,San Joaquin County CA,CALIFORNIA,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),,,View,
ACR323,CALS5323,"3Degrees Group, Inc.",Statz B Farm Anaerobic Digester,Livestock Waste Management,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,3/1/2016,6/30/2026,N/A,Listed - Active ARB Project,5/16/2016,5707 County Road Vv,WISCONSIN,US,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",,N/A,35235,View,
ACR322,CALS5322,"3Degrees Group, Inc.",Statz Bros. Home Farm Anaerobic Digester,Livestock Waste Management,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,6/14/2016,6/30/2026,N/A,Listed - Active ARB Project,7/11/2016,Sun Prairie,WISCONSIN,US,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",,N/A,20122,View,
ACR411,N/A,"Steuben County DPW, Solid Waste Division",Steuben County Bath Landfill GHG Offset Project,Landfill Gas Capture & Combustion,Landfill Gas Destruction and Beneficial Use Projects,6/1/2018,5/31/2028,Registered,Not ARB or Ecology Eligible,4/10/2018,"The project is located in a rural area on 5642 Turnpike Road in the Town of Bath, New York in Steuben County.",NEW YORK,US,"03: Good Health and Well-Being;07: Affordable and Clean Energy;08: Decent Work and Economic Growth;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.",206613,View,www.steubencony.org
ACR127,N/A,Environmental Capital LLC,Steuben County DPW LFG,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",6/1/2005,5/31/2012,Completed,Not ARB or Ecology Eligible,5/1/2012,Bath,NEW YORK,US,,"First Environment, Inc.",,129180,View,
ACR187,N/A,"W. M. Beaty & Associates, Inc.",Storrie Fire Reforestation,Forest Carbon,Climate Action Reserve Forest Project Protocol,5/1/2001,4/30/2101,Inactive,Not ARB or Ecology Eligible,12/14/2018,Chester,CALIFORNIA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,,,View,www.wmbeaty.com
ACR245,CAFR5187,"W. M. Beaty & Associates, Inc.",Storrie Fire Reforestation Compliance Project,Forest Carbon,ARB Compliance Offset Protocol: U.S. Forest Projects,1/1/2015,12/31/2039,N/A,Listed - Active Registry Project,9/13/2023,Chester,CALIFORNIA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Ruby Canyon Environment,N/A,,View,www.wmbeaty.com
ACR128,N/A,Biogas Energy Solutions,Streator LFG to Energy,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",12/1/1999,7/1/2007,Completed,Not ARB or Ecology Eligible,5/1/2012,Streator,ILLINOIS,US,,ERT,,47150,View,
ACR776,N/A,"Anew Environmental, LLC",Summit HFC Reclaim 2020,Industrial Process Emissions,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",7/1/2020,6/30/2035,Completed,Not ARB or Ecology Eligible,6/9/2023,"8541 East North Belt Humble, Texas 7739",TEXAS,US,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.",90374,View,
ACR829,N/A,"Anew Environmental, LLC",Summit HFC Reclaim 2021,Industrial Process Emissions,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",1/1/2021,12/31/2035,Listed,Not ARB or Ecology Eligible,1/9/2023,"8541 East North Belt Humble, Texas 77396",TEXAS,US,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",,,,View,
ACR235,CALS5135,"Camco EAM, LLC","Synergy Biogas, LLC",Livestock Waste Management,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,12/1/2014,11/30/2024,N/A,Listed - Active ARB Project,2/5/2015,Wyoming,NEW YORK,US,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",Dillon Consulting Limited,N/A,48409,View,
ACR874,N/A,277,TCT Meridian IFM Project,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,4/1/2023,3/31/2043,Listed,Not ARB or Ecology Eligible,5/16/2023,"Meridian, MS",MISSISSIPPI,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",,,,View,
ACR129,N/A,E+Co,Tecnosol Solar Electrification,Renewable Energy,Electricity generation by the user,1/1/1998,12/31/2007,Completed,Not ARB or Ecology Eligible,5/1/2012,Nicaragua,,NI,,ERT,,3913,View,
ACR579,N/A,The University of Tennessee,Tennessee Nature Conservance/UT AgResearch Working Woodlands Project,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,11/26/2019,11/25/2039,Registered,Not ARB or Ecology Eligible,8/26/2022,"Anderson, Franklin, Morgan, Scott",TENNESSEE,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","Aster Global Environmental Solutions, Inc.","Aster Global Environmental Solutions, Inc.",136682,View,
ACR306,CAFR5256,Maine Audubon,The Audubon Borestone Mountain Carbon Project,Forest Carbon,ARB Compliance Offset Protocol: U.S. Forest Projects,10/27/2015,10/26/2040,N/A,ARB Inactive,3/16/2023,Elliotsville,MAINE,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,N/A,,View,
ACR308,CAFR5258,"Bridgestone Americas, Inc.",The Bridgestone Chestnut Mountain Carbon Project,Forest Carbon,ARB Compliance Offset Protocol: U.S. Forest Projects,10/27/2015,10/26/2040,N/A,ARB Inactive,10/30/2018,White County,TENNESSEE,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,N/A,,View,
ACR309,CAFR5259,Caulk Island Land & Timber Co.,The Caulk Island Forest Carbon Project,Forest Carbon,ARB Compliance Offset Protocol: U.S. Forest Projects,10/29/2015,10/29/2040,N/A,ARB Inactive,1/4/2023,Desha County,ARKANSAS,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,N/A,,View,
ACR232,CALS5107,"Camco Offsets I, LLC",The Dry Creek Dairy Biofactory Project,Livestock Waste Management,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,1/1/2015,12/31/2024,N/A,ARB Terminated,6/17/2022,Hansen,IDAHO,US,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",Dillon Consulting Limited,N/A,298204,View,
ACR427,CAFR5427,The Nature Conservancy,The Nature Conservancy - Upper St. John Forest IFM Project,Forest Carbon,ARB Compliance Offset Protocol: U.S. Forest Projects,6/15/2018,12/14/2042,N/A,Listed - Active ARB Project,6/15/2018,Somerset and Aroostook Counties,MAINE,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"S&A Carbon, LLC",N/A,1948400,View,
ACR647,N/A,The Nature Conservancy,The Nature Conservancy – Michigamme Highlands Carbon Project,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,5/26/2021,5/26/2041,Listed,Not ARB or Ecology Eligible,7/13/2021,Baraga County,MICHIGAN,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),,,View,
ACR574,N/A,The Nature Conservancy,The Nature Conservancy Washington Rainforest Renewal Project,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,6/5/2020,6/4/2040,Registered,Not ARB or Ecology Eligible,9/30/2021,Jefferson and Pacific County,WASHINGTON,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),SCS Global Services (Scientific Certification Systems),115697,View,
ACR441,N/A,The Nature Conservancy,TNC-Chestnut Mountain Improved Forest Management Project,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,6/5/2018,6/4/2038,Registered,Not ARB or Ecology Eligible,11/14/2018,White County,TENNESSEE,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","Aster Global Environmental Solutions, Inc.","Aster Global Environmental Solutions, Inc.",381185,View,https://www.nature.org/en-us/about-us/where-we-work/united-states/tennessee/stories-in-tennessee/chestnut-mountain-a-gift-for-all-of-tennessee/
ACR893,N/A,"Tradewater, LLC",Tradewater - Chile 1,Ozone Depleting Substances,Destruction of Ozone Depleting Substances (ODS) from International Sources,9/18/2023,9/17/2033,Listed,Not ARB or Ecology Eligible,6/14/2023,Saint-Vulbas,Auvergne-Rhone-Alps,FR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land",,,,View,
ACR839,N/A,"Tradewater, LLC",Tradewater - Thailand 2,Ozone Depleting Substances,Destruction of Ozone Depleting Substances (ODS) from International Sources,2/7/2023,2/6/2033,Completed,Not ARB or Ecology Eligible,6/9/2023,"965 Moo 2 Soi 3B Bangpoo Industrial Estate, Sukhumvit Rd Bangpoo Mai",Samut Prakan,TH,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land",GHD Limited,GHD Limited,193364,View,
ACR844,N/A,"Tradewater, LLC",Tradewater - Thailand 3,Ozone Depleting Substances,Destruction of Ozone Depleting Substances (ODS) from International Sources,4/27/2023,4/26/2033,Completed,Not ARB or Ecology Eligible,9/25/2023,"965 Moo 2 Soi 3B Bangpoo Industrial Estate, Sukhumvit Rd Bangpoo Mai, Muang Samutprakarn",Samut Prakan,TH,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land",GHD Limited,GHD Limited,192051,View,https://wms-thailand.com/
ACR903,N/A,"Tradewater, LLC",Tradewater - Thailand 4,Ozone Depleting Substances,Destruction of Ozone Depleting Substances (ODS) from International Sources,8/14/2023,8/13/2033,Listed,Not ARB or Ecology Eligible,8/24/2023,WMS,Samut Prakan,TH,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land",GHD Limited,,,View,
ACR924,N/A,"Tradewater, LLC",Tradewater - Thailand 5,Ozone Depleting Substances,Destruction of Ozone Depleting Substances (ODS) from International Sources,8/14/2023,8/13/2033,Listed,Not ARB or Ecology Eligible,10/4/2023,WMS,Samut Prakan,TH,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land",,,,View,
ACR597,N/A,"Tradewater, LLC",Tradewater Halon,Ozone Depleting Substances,Destruction of Ozone Depleting Substances (ODS) and High-Global Warming Potential (GWP) Foam,2/4/2021,2/5/2021,Completed,Not ARB or Ecology Eligible,5/17/2023,East Liverpool,OHIO,US,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land",Ruby Canyon Environment,Ruby Canyon Environment,5704,View,
ACR889,N/A,"Tradewater, LLC",Tradewater Halon 2,Ozone Depleting Substances,Destruction of Ozone Depleting Substances (ODS) and High-Global Warming Potential (GWP) Foam,7/30/2023,8/15/2023,Listed,Not ARB or Ecology Eligible,6/2/2023,Saint-Vulbas,Auvergne-Rhone-Alps,FR,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land",,,,View,
ACR564,N/A,"Tradewater, LLC",Tradewater HFC Reclamation,Industrial Process Emissions,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",12/26/2019,12/25/2034,Completed,Not ARB or Ecology Eligible,8/4/2022,Chicago,ILLINOIS,US,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ruby Canyon Environment,Ruby Canyon Environment,10352,View,Tradewater.us
ACR793,N/A,"Tradewater, LLC",Tradewater International - Saudi Arabia 1.0,Ozone Depleting Substances,Destruction of Ozone Depleting Substances (ODS) from International Sources,8/23/2022,8/22/2032,Listed,Not ARB or Ecology Eligible,7/20/2022,Sustainable Environmental Works Co.,Rabigh,SA,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land",,,,View,
ACR814,N/A,"Tradewater, LLC",Tradewater International - Thailand 1.0,Ozone Depleting Substances,Destruction of Ozone Depleting Substances (ODS) from International Sources,12/17/2022,12/16/2032,Completed,Not ARB or Ecology Eligible,3/17/2023,"965 Moo 2 Soi 3B Bangpoo Industrial Estate, Sukhumvit Rd Bangpoo Mai",Samut Prakan,TH,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land",GHD Limited,GHD Limited,192244,View,
ACR799,N/A,Tradewater International SRL,Tradewater International Honduras 1.0,Ozone Depleting Substances,Destruction of Ozone Depleting Substances (ODS) from International Sources,9/27/2022,9/26/2032,Completed,Not ARB or Ecology Eligible,6/30/2023,Tredi Séché Group,"Saint-Vulbas, L'Ain",FR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;08: Decent Work and Economic Growth;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land",Ruby Canyon Environment,Ruby Canyon Environment,61861,View,
ACR350,CAOD5350,"Tradewater, LLC",Tradewater ODS 1,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,8/10/2016,8/9/2026,N/A,ARB Completed,1/27/2020,"El Dorado, AR",ARKANSAS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ruby Canyon Environment,N/A,116741,View,
ACR401,CAOD5401,"Tradewater, LLC",Tradewater ODS 10,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,12/31/2017,12/30/2027,N/A,ARB Completed,1/27/2020,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,137262,View,
ACR404,CAOD5404,"Tradewater, LLC",Tradewater ODS 11,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,2/21/2018,2/20/2028,N/A,ARB Completed,1/27/2020,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,118326,View,
ACR419,CAOD5419,"Tradewater, LLC",Tradewater ODS 12,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,4/30/2018,4/29/2028,N/A,ARB Completed,1/27/2020,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,132126,View,
ACR426,CAOD5426,"Tradewater, LLC",Tradewater ODS 13,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,7/13/2018,7/12/2028,N/A,ARB Completed,1/27/2020,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ruby Canyon Environment,N/A,140145,View,
ACR429,CAOD5429,"Tradewater, LLC",Tradewater ODS 14,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,9/4/2018,9/3/2028,N/A,ARB Completed,1/27/2020,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ruby Canyon Environment,N/A,141087,View,
ACR431,CAOD5431,"Tradewater, LLC",Tradewater ODS 15,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,10/4/2018,10/3/2028,N/A,ARB Completed,1/27/2020,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ruby Canyon Environment,N/A,52322,View,
ACR433,CAOD5433,"Tradewater, LLC",Tradewater ODS 16,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,10/16/2018,10/15/2028,N/A,ARB Completed,1/27/2020,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,148592,View,
ACR435,CAOD5435,"Tradewater, LLC",Tradewater ODS 17,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,11/3/2018,11/2/2028,N/A,ARB Completed,1/27/2020,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,105029,View,
ACR436,CAOD5436,"Tradewater, LLC",Tradewater ODS 18,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,11/22/2018,11/21/2028,N/A,ARB Completed,1/27/2020,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,96146,View,
ACR461,CAOD5461,"Tradewater, LLC",Tradewater ODS 19,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,1/28/2019,1/27/2029,N/A,ARB Completed,1/27/2020,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,85284,View,
ACR468,CAOD5468,"Tradewater, LLC",Tradewater ODS 20,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,2/25/2019,2/24/2029,N/A,ARB Completed,1/27/2020,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,83032,View,
ACR471,CAOD5471,"Tradewater, LLC",Tradewater ODS 21,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,3/17/2019,3/16/2029,N/A,ARB Completed,1/27/2020,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,35887,View,
ACR472,CAOD5472,"Tradewater, LLC",Tradewater ODS 22,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,4/1/2019,3/31/2029,N/A,Listed - Active ARB Project,3/1/2019,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ruby Canyon Environment,N/A,83594,View,
ACR482,CAOD5482,"Tradewater, LLC",Tradewater ODS 23,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,5/9/2019,5/8/2029,N/A,Listed - Active ARB Project,4/10/2019,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ruby Canyon Environment,N/A,101230,View,
ACR488,CAOD5488,"Tradewater, LLC",Tradewater ODS 24,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,6/3/2019,6/2/2029,N/A,Listed - Active ARB Project,5/20/2019,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ruby Canyon Environment,N/A,83226,View,
ACR492,CAOD5492,"Tradewater, LLC",Tradewater ODS 25,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,7/1/2019,6/30/2029,N/A,Listed - Active ARB Project,6/10/2019,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,84831,View,
ACR495,CAOD5495,"Tradewater, LLC",Tradewater ODS 26,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,7/27/2019,7/26/2029,N/A,Listed - Active ARB Project,7/2/2019,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,84842,View,
ACR500,CAOD5500,"Tradewater, LLC",Tradewater ODS 27,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,8/26/2019,8/25/2029,N/A,Listed - Active ARB Project,7/23/2019,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,106355,View,
ACR517,CAOD5517,"Tradewater, LLC",Tradewater ODS 28,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,10/21/2019,10/20/2029,N/A,Listed - Active ARB Project,9/23/2019,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,129697,View,
ACR520,CAOD5520,"Tradewater, LLC",Tradewater ODS 29,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,11/24/2019,11/23/2029,N/A,Listed - Active ARB Project,10/25/2019,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,79438,View,
ACR359,CAOD5359,"Tradewater, LLC",Tradewater ODS 3,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,11/15/2016,11/14/2026,N/A,ARB Completed,1/27/2020,El Dorado,ARKANSAS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ruby Canyon Environment,N/A,97813,View,
ACR532,CAOD5532,"Tradewater, LLC",Tradewater ODS 30,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,12/17/2019,12/16/2029,N/A,Listed - Active ARB Project,12/9/2019,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,108679,View,
ACR536,CAOD5536,"Tradewater, LLC",Tradewater ODS 31,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,2/28/2020,2/27/2030,N/A,Listed - Active ARB Project,1/21/2020,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ruby Canyon Environment,N/A,89898,View,
ACR543,CAOD5543,"Tradewater, LLC",Tradewater ODS 32,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,4/3/2020,4/2/2030,N/A,Listed - Active ARB Project,3/9/2020,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ruby Canyon Environment,N/A,71885,View,
ACR547,CAOD5547,"Tradewater, LLC",Tradewater ODS 33,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,5/4/2020,5/3/2030,N/A,Listed - Active ARB Project,4/20/2020,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ruby Canyon Environment,N/A,56697,View,
ACR561,CAOD5561,"Tradewater, LLC",Tradewater ODS 34,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,8/1/2020,7/31/2030,N/A,Listed - Active ARB Project,6/22/2020,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,101273,View,
ACR577,CAOD5577,"Tradewater, LLC",Tradewater ODS 35,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,8/30/2020,8/29/2030,N/A,Listed - Active ARB Project,8/18/2020,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,80326,View,
ACR615,CAOD5615,"Tradewater, LLC",Tradewater ODS 35a,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,8/29/2020,8/28/2030,N/A,ARB Inactive,4/5/2021,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,,View,
ACR589,CAOD5589,"Tradewater, LLC",Tradewater ODS 36,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,10/20/2020,10/19/2030,N/A,Listed - Active ARB Project,9/16/2020,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,133145,View,
ACR608,CAOD5608,"Tradewater, LLC",Tradewater ODS 37,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,1/7/2021,1/6/2031,N/A,Listed - Active ARB Project,12/8/2020,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,100810,View,
ACR625,CAOD5625,"Tradewater, LLC",Tradewater ODS 38,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,3/14/2021,3/13/2031,N/A,ARB Completed,6/8/2022,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,136658,View,
ACR627,CAOD5627,"Tradewater, LLC",Tradewater ODS 39,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,8/29/2020,8/28/2030,N/A,Listed - Active ARB Project,2/26/2021,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,4520,View,
ACR363,CAOD5363,"Tradewater, LLC",Tradewater ODS 4,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,1/23/2017,1/22/2027,N/A,ARB Completed,1/27/2020,"El Dorado, AR",ILLINOIS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ruby Canyon Environment,N/A,91819,View,
